index,shape-type,vertex-index,axis-0,axis-1,axis-2
0,polygon,0,66.0,433.59827449181006,486.44754496833394
0,polygon,1,66.0,451.0604361829695,512.5380689068899
0,polygon,2,66.0,472.2204674087275,509.8673853541243
0,polygon,3,66.0,472.0150302123609,470.21800645537394
0,polygon,4,66.0,455.16918011030117,489.1182285210995
